_id: 67007855bff50e2c87c7b320, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: true, P4: false, P5: false, P6: false, P7: false, P8: true, P9: false, P10: false, P11: false, P12: true, P13: false, P14: false, P15: false, P16: true, P17: false, P18: false, P19: false, P20: false, P21: false, P22: false, P23: false, P24: true, P25: false, P26: false, P27: false, P28: true, P29: false, P30: false
_id: 67007855bff50e2c87c7b362, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: false, P4: false, P5: true, P6: true, P7: true, P8: false, P9: false, P10: false, P11: false, P12: false, P13: false, P14: false, P15: true, P16: false, P17: false, P18: false, P19: true, P20: false, P21: false, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: false, P29: true, P30: false
_id: 67007855bff50e2c87c7b363, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: true, P3: true, P4: true, P5: true, P6: true, P7: true, P8: false, P9: true, P10: true, P11: false, P12: true, P13: false, P14: false, P15: false, P16: false, P17: false, P18: false, P19: false, P20: false, P21: false, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007855bff50e2c87c7b364, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: true, P3: true, P4: true, P5: true, P6: true, P7: true, P8: true, P9: true, P10: true, P11: true, P12: true, P13: true, P14: true, P15: true, P16: true, P17: true, P18: true, P19: true, P20: true, P21: true, P22: true, P23: true, P24: true, P25: true, P26: true, P27: true, P28: true, P29: true, P30: true
_id: 67007855bff50e2c87c7b365, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: false, P4: false, P5: false, P6: true, P7: false, P8: false, P9: false, P10: false, P11: false, P12: false, P13: false, P14: false, P15: false, P16: false, P17: false, P18: false, P19: false, P20: false, P21: false, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007855bff50e2c87c7b366, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: true, P3: true, P4: true, P5: true, P6: true, P7: true, P8: false, P9: true, P10: true, P11: false, P12: false, P13: false, P14: false, P15: false, P16: false, P17: false, P18: false, P19: false, P20: false, P21: false, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: true, P29: true, P30: true
_id: 67007855bff50e2c87c7b367, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: false, P4: false, P5: false, P6: true, P7: true, P8: false, P9: false, P10: false, P11: false, P12: false, P13: false, P14: false, P15: true, P16: true, P17: true, P18: true, P19: false, P20: false, P21: false, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007855bff50e2c87c7b368, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: true, P4: true, P5: true, P6: true, P7: true, P8: false, P9: true, P10: true, P11: true, P12: true, P13: true, P14: true, P15: true, P16: true, P17: true, P18: true, P19: true, P20: true, P21: true, P22: true, P23: false, P24: true, P25: true, P26: true, P27: true, P28: true, P29: true, P30: true
_id: 67007855bff50e2c87c7b369, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: true, P3: false, P4: false, P5: true, P6: true, P7: false, P8: false, P9: false, P10: false, P11: false, P12: true, P13: false, P14: false, P15: true, P16: false, P17: false, P18: false, P19: false, P20: false, P21: true, P22: true, P23: false, P24: false, P25: true, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007855bff50e2c87c7b36a, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: false, P4: false, P5: true, P6: true, P7: true, P8: false, P9: true, P10: false, P11: true, P12: false, P13: true, P14: false, P15: false, P16: true, P17: false, P18: false, P19: false, P20: true, P21: false, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007855bff50e2c87c7b36b, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: false, P3: true, P4: false, P5: false, P6: true, P7: true, P8: false, P9: true, P10: false, P11: true, P12: true, P13: false, P14: true, P15: false, P16: false, P17: true, P18: true, P19: true, P20: true, P21: true, P22: false, P23: false, P24: true, P25: false, P26: true, P27: true, P28: false, P29: false, P30: true
_id: 67007855bff50e2c87c7b36c, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: false, P4: false, P5: true, P6: true, P7: true, P8: false, P9: false, P10: false, P11: false, P12: false, P13: false, P14: false, P15: true, P16: false, P17: true, P18: true, P19: true, P20: false, P21: true, P22: true, P23: true, P24: true, P25: true, P26: true, P27: true, P28: true, P29: true, P30: true
_id: 67007855bff50e2c87c7b36d, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: false, P4: false, P5: false, P6: false, P7: true, P8: false, P9: false, P10: true, P11: false, P12: false, P13: false, P14: false, P15: false, P16: true, P17: true, P18: true, P19: false, P20: true, P21: false, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007855bff50e2c87c7b36e, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: true, P4: false, P5: true, P6: false, P7: false, P8: false, P9: true, P10: false, P11: false, P12: true, P13: false, P14: false, P15: true, P16: false, P17: false, P18: false, P19: true, P20: false, P21: false, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007855bff50e2c87c7b36f, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: false, P3: false, P4: false, P5: true, P6: false, P7: false, P8: false, P9: true, P10: false, P11: false, P12: false, P13: false, P14: false, P15: false, P16: true, P17: false, P18: true, P19: false, P20: false, P21: false, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007855bff50e2c87c7b370, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: false, P3: true, P4: true, P5: true, P6: true, P7: false, P8: false, P9: true, P10: false, P11: false, P12: true, P13: false, P14: true, P15: true, P16: false, P17: false, P18: false, P19: true, P20: true, P21: true, P22: false, P23: false, P24: false, P25: false, P26: true, P27: false, P28: false, P29: true, P30: true
_id: 67007855bff50e2c87c7b371, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: true, P3: true, P4: false, P5: true, P6: false, P7: true, P8: true, P9: false, P10: false, P11: true, P12: false, P13: false, P14: false, P15: false, P16: true, P17: true, P18: true, P19: false, P20: true, P21: false, P22: false, P23: true, P24: false, P25: false, P26: true, P27: false, P28: true, P29: false, P30: true
_id: 67007855bff50e2c87c7b372, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: false, P3: true, P4: false, P5: true, P6: true, P7: false, P8: false, P9: true, P10: false, P11: false, P12: false, P13: false, P14: true, P15: false, P16: false, P17: false, P18: false, P19: true, P20: false, P21: true, P22: false, P23: false, P24: false, P25: false, P26: true, P27: false, P28: false, P29: false, P30: false
_id: 67007855bff50e2c87c7b373, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: false, P3: true, P4: true, P5: true, P6: false, P7: false, P8: false, P9: false, P10: false, P11: true, P12: true, P13: false, P14: false, P15: false, P16: false, P17: false, P18: true, P19: false, P20: false, P21: false, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: false, P29: false, P30: true
_id: 67007855bff50e2c87c7b374, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: true, P4: false, P5: true, P6: false, P7: false, P8: false, P9: false, P10: false, P11: false, P12: false, P13: false, P14: false, P15: false, P16: false, P17: false, P18: false, P19: false, P20: true, P21: false, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007855bff50e2c87c7b375, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: false, P3: true, P4: true, P5: true, P6: false, P7: false, P8: false, P9: false, P10: false, P11: false, P12: false, P13: false, P14: false, P15: false, P16: false, P17: false, P18: false, P19: false, P20: false, P21: true, P22: true, P23: true, P24: false, P25: true, P26: true, P27: false, P28: true, P29: false, P30: false
_id: 67007855bff50e2c87c7b376, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: false, P4: false, P5: false, P6: false, P7: false, P8: false, P9: true, P10: false, P11: false, P12: false, P13: false, P14: false, P15: false, P16: false, P17: false, P18: false, P19: true, P20: false, P21: false, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007855bff50e2c87c7b377, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: true, P4: false, P5: true, P6: true, P7: false, P8: false, P9: false, P10: false, P11: false, P12: false, P13: true, P14: true, P15: true, P16: false, P17: false, P18: false, P19: false, P20: false, P21: true, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: true, P29: false, P30: false
_id: 67007855bff50e2c87c7b378, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: false, P4: false, P5: true, P6: true, P7: false, P8: true, P9: false, P10: false, P11: false, P12: true, P13: false, P14: false, P15: false, P16: false, P17: false, P18: false, P19: false, P20: false, P21: false, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: true, P29: false, P30: false
_id: 67007855bff50e2c87c7b379, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: false, P4: false, P5: false, P6: false, P7: false, P8: false, P9: false, P10: true, P11: true, P12: true, P13: true, P14: false, P15: false, P16: false, P17: false, P18: false, P19: false, P20: false, P21: false, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007855bff50e2c87c7b37a, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: false, P4: true, P5: true, P6: true, P7: true, P8: true, P9: true, P10: true, P11: false, P12: true, P13: false, P14: false, P15: false, P16: true, P17: true, P18: true, P19: false, P20: true, P21: false, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007855bff50e2c87c7b37b, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: false, P3: true, P4: false, P5: true, P6: true, P7: false, P8: true, P9: true, P10: false, P11: false, P12: false, P13: false, P14: false, P15: false, P16: false, P17: false, P18: false, P19: true, P20: false, P21: true, P22: false, P23: false, P24: false, P25: false, P26: true, P27: false, P28: true, P29: true, P30: true
_id: 67007855bff50e2c87c7b37c, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: true, P3: true, P4: true, P5: true, P6: true, P7: true, P8: false, P9: true, P10: false, P11: false, P12: true, P13: false, P14: false, P15: false, P16: false, P17: true, P18: false, P19: true, P20: false, P21: true, P22: false, P23: true, P24: false, P25: true, P26: false, P27: false, P28: false, P29: true, P30: false
_id: 67007855bff50e2c87c7b37d, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: false, P3: true, P4: true, P5: true, P6: false, P7: true, P8: false, P9: true, P10: false, P11: false, P12: false, P13: false, P14: true, P15: true, P16: true, P17: true, P18: true, P19: true, P20: true, P21: true, P22: false, P23: true, P24: false, P25: true, P26: false, P27: true, P28: false, P29: true, P30: false
_id: 67007855bff50e2c87c7b37e, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: true, P3: true, P4: true, P5: true, P6: true, P7: true, P8: true, P9: false, P10: false, P11: true, P12: true, P13: false, P14: true, P15: true, P16: true, P17: true, P18: true, P19: true, P20: false, P21: true, P22: true, P23: false, P24: true, P25: true, P26: true, P27: false, P28: true, P29: false, P30: false
_id: 67007855bff50e2c87c7b37f, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: true, P3: false, P4: false, P5: false, P6: true, P7: false, P8: false, P9: true, P10: false, P11: false, P12: false, P13: true, P14: false, P15: true, P16: true, P17: false, P18: false, P19: true, P20: false, P21: false, P22: true, P23: false, P24: false, P25: true, P26: false, P27: false, P28: true, P29: false, P30: true
_id: 67007855bff50e2c87c7b380, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: true, P3: true, P4: false, P5: false, P6: false, P7: false, P8: false, P9: true, P10: false, P11: true, P12: true, P13: false, P14: false, P15: true, P16: false, P17: false, P18: false, P19: false, P20: false, P21: false, P22: false, P23: false, P24: false, P25: true, P26: false, P27: false, P28: true, P29: true, P30: false
_id: 67007855bff50e2c87c7b381, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: false, P3: true, P4: true, P5: true, P6: true, P7: false, P8: true, P9: false, P10: true, P11: false, P12: false, P13: true, P14: false, P15: false, P16: false, P17: true, P18: true, P19: false, P20: true, P21: false, P22: false, P23: true, P24: false, P25: false, P26: true, P27: false, P28: true, P29: false, P30: true
_id: 67007855bff50e2c87c7b382, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: true, P3: true, P4: true, P5: true, P6: true, P7: false, P8: false, P9: true, P10: false, P11: false, P12: false, P13: false, P14: true, P15: false, P16: false, P17: false, P18: false, P19: false, P20: true, P21: false, P22: false, P23: false, P24: false, P25: false, P26: false, P27: true, P28: true, P29: true, P30: true
